discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
fc10519ebbee,24C5ED476177,"Being constantly ailed with stress and work is definitely not beneficial for a persons' health. Teachers especially, who work in an environment surrounded by teen drama and the potential spread of sickness, need time off to recover. Forcing them to plan and grade massive projects during their supposed ""time off"" is unfair to them. During the school year, teachers often have no time to waste to spend with their own children, because they are so focused on having to grade those two-hundred papers for school. Giving teachers time away from the stress of other peoples' children gives them time to set aside for themselves and for their kids. 
",Evidence,Effective
c6cd9fb984a7,28FF2BE0AB1A,I would rather drive my car than let a computer beacuse technology will always have problems and errors ,Counterclaim,Adequate
ea66ae389fbf,71A166CD0D13,this essay is to imfomr felloe citizens about the advantages og limiting car usage ,Position,Adequate
bf2286334b41,2181C567F6B0,I want to know why are you changing the policy for sports. ,Lead,Adequate
07e8fb844201,318F40822873,"However, this can be difficult when there are constant distractions in the classroom ",Counterclaim,Adequate
cb170158f72d,8C15FC3C3BCB,"On the contrary, they are extremely wrong because you wouldn't be able to see them everyday as you normally do during the school day. ",Rebuttal,Adequate
1f93332f4818,8D47E7F9968F,that's why a teacher is there for stopping them from using it. ,Rebuttal,Adequate
6a048c877807,C7AD757540AE,If you want people to have good lives then you dont need these kind of things in the world. ,Concluding Statement,Adequate
5a1b235fc73a,086603D5B319,They would make students more overwhelmed with homework ,Claim,Adequate
2a2a4789aa50,3.99E+11,Please come join the Seagoing Cowboys program! ,Position,Adequate
c1e0a5cfb705,017302FBA532,"Would you change history? Some people think that there some things that were made by our past Presidents should be changed. Such as our Electoral College, people say it should be changed to election by popular vote for the president of the United States. ",Lead,Effective
66c0e887c49b,2AD3F67D6348,"Yes sometimes we would vote someone else for president by accident , ",Counterclaim,Adequate
5a3369aa974c,015BB7DA58EE,"If we do end up adopting this new software into our computers it could make us have more fun lessons and make the classes end faster, well do to preception ",Claim,Adequate
a1d47badffe6,179A2FE8AF05,"Most people don't get to sleep right knowing that they killed someone they loved in a car accident due to a distraction on their phone. Some people don't even drive anymore knowing what they did to a loved one. Losing a family member in a car accident is very sad, and very disappointing to the driver. ",Evidence,Adequate
123f529a6ab7,1E4261B396CD,To summarize why studying Venus is a worthy pursuit despite of how dangerous it is scientist have found and made devices that could help pick up and look for sediments on Venus due to hot it is when standing on it. ,Concluding Statement,Adequate
42f12c452690,9E3A10CC0A72,"In some respects, student designed projects can be beneficial. ",Counterclaim,Effective
e4fdca52e3d1,F10231811C61,"In situations like these, the school should help provide the student with the appropriate equipment and better their education. ",Rebuttal,Adequate
42c690f36acb,0056F3D261D5,"Millions of students from various cultures and locations have a common distaste for school. Many of them confidently argue that learning from home would be much more comfortable and conducive to their learning, for they would not be limited by the pressures of an academic atmosphere, which include intimidating teachers, competitive classmates, and uncomfortable classrooms. ",Lead,Effective
22542e6f7e81,2A624BC3D806,"Inconclusion I still don't believe in aliens, but something had to happen to Mars. It could of been a natural landform or it could of been a spacecraft flying around Mars. They world may never know how the face was created, but I'm positive that aliens didn't create it. ",Concluding Statement,Adequate
301787e295ad,3085F5ECF4B0,venus is high radiated and very hot their atmospheric pressure is high. The thought of any person wanting to go their is dispicable because of such harsh conditions. ,Counterclaim,Adequate
12d6f288ddba,1911B040B77B,"as he gives only one vague reason to explore it, ",Claim,Effective
dc9dfcdaddcc,722E19E62C10,Mason still didn't agree that the form on Mars was a natural landform. ,Counterclaim,Adequate
5921588924fa,360B5117F715,"promote alternative transportation, ",Claim,Adequate
08a08ed5ea1a,A69B61336132,Students should design the summer projects that they have to do. ,Position,Adequate
b6c8ba435b2f,75A635A498F4,The only thing that probably wouldn't be a good thing is if you made them do community service on weekends ,Counterclaim,Adequate
24a80dd58929,2CFBD4AA7BE5,When doing extracurricular activities you might find out that you are really good at something. People that are good at sports often get scholarships to play sports in college. You might write a school news paper and find out that you are a really good writer and could possibly become a writer or find another job that involves writing. Also doing these extracurricular activities will go on your resume and help you get into college. Extracurricular activities create so many opportunities it is outstanding. ,Evidence,Adequate
